frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1129,702,[1407.2562255859375 811.0531616210938 1926.2911376953125 1282.9610595703125],car,[1607.65673828125 1151.653076171875 1727.37548828125 1194.760009765625],0.6407544016838074,BP63LYH,0.4402100420647953
1130,702,[1408.4119873046875 812.7735595703125 1928.324462890625 1287.6492919921875],car,[1609.006591796875 1160.576416015625 1730.959716796875 1198.184814453125],0.6546769738197327,BP63LYH,0.8363559585322635
1131,702,[1409.2332763671875 816.2108764648438 1930.26611328125 1292.7254638671875],car,[1609.1055908203125 1160.7314453125 1734.2535400390625 1203.23046875],0.3575778007507324,BP63LYH,0.48200003195732677
1134,702,[1410.53857421875 824.4591064453125 1936.131103515625 1304.919921875],car,[1609.862548828125 1178.56689453125 1740.66796875 1218.7958984375],0.5820252895355225,BPEJLYH,0.5152284814611209
1135,702,[1410.83984375 825.5833129882812 1937.4364013671875 1308.215087890625],car,[1613.1536865234375 1179.0845947265625 1738.7427978515625 1220.6065673828125],0.545414924621582,BPEJLYH,0.9062000703087102
1136,702,[1411.85400390625 828.66259765625 1939.3004150390625 1313.7371826171875],car,[1615.67431640625 1180.19140625 1741.52294921875 1223.66015625],0.7065725922584534,BPEJLYH,0.351397732631059
1137,702,[1412.64892578125 832.5032958984375 1939.8499755859375 1319.310302734375],car,[1612.829345703125 1180.5867919921875 1741.906982421875 1227.0831298828125],0.8388210535049438,BP63LYH,0.9180806913432409
1138,702,[1412.66748046875 834.521728515625 1939.9888916015625 1322.9925537109375],car,[1613.5159912109375 1184.171142578125 1744.1895751953125 1228.882568359375],0.7693948745727539,BP63LYH,0.9452616900414186
1139,702,[1412.796630859375 837.23828125 1942.83349609375 1327.2010498046875],car,[1615.495849609375 1193.5068359375 1745.763427734375 1234.35107421875],0.6086397171020508,BPEJLYH,0.7069585867957437
1140,702,[1413.712890625 840.3511962890625 1945.602294921875 1330.8685302734375],car,[1616.732666015625 1197.379638671875 1745.291748046875 1239.621337890625],0.678708016872406,BP63LYH,0.8799875072099198
1141,702,[1414.4051513671875 843.3662109375 1948.4178466796875 1334.3228759765625],car,[1617.1136474609375 1202.7156982421875 1747.5491943359375 1242.2222900390625],0.6891092658042908,BP63LYH,0.8219638318132702
1142,702,[1415.3076171875 847.6390991210938 1951.5322265625 1339.5146484375],car,[1621.3475341796875 1210.8134765625 1746.3043212890625 1247.72021484375],0.6310346722602844,BPEJLYH,0.8589842303302203
1143,702,[1416.224609375 851.8506469726562 1954.166015625 1344.5294189453125],car,[1625.885986328125 1211.683837890625 1746.477294921875 1252.298583984375],0.6506539583206177,BP63LYH,0.6733410711331229
1144,702,[1416.65673828125 854.4240112304688 1956.1844482421875 1347.775634765625],car,[1625.637451171875 1213.174560546875 1751.83642578125 1253.307861328125],0.7762573957443237,BP63LYH,0.4637186092015306
1145,702,[1417.4627685546875 857.2095947265625 1958.238525390625 1353.796142578125],car,[1629.4283447265625 1218.084228515625 1755.4586181640625 1256.919677734375],0.770852267742157,BP63LYH,0.6817449678837447
1146,702,[1418.3045654296875 858.82275390625 1960.885498046875 1359.5220947265625],car,[1627.506103515625 1220.737548828125 1756.439697265625 1261.842041015625],0.7613472938537598,BP63LYH,0.8813478968733007
1147,702,[1418.7916259765625 858.9674682617188 1961.3414306640625 1362.49462890625],car,[1627.23828125 1224.21240234375 1757.352294921875 1264.359375],0.8068895936012268,BP63LYH,0.9230536361819921
1148,702,[1420.0233154296875 863.3681030273438 1964.3001708984375 1367.4969482421875],car,[1632.2242431640625 1231.675537109375 1763.2237548828125 1271.727783203125],0.43855127692222595,BP63LYH,0.7131098391395748
1149,702,[1420.83203125 866.7011108398438 1967.0745849609375 1373.2271728515625],car,[1632.9715576171875 1236.12353515625 1769.8519287109375 1277.326171875],0.3612307012081146,BP63LYH,0.6652455062750876
1150,702,[1421.5302734375 868.9205322265625 1968.5589599609375 1376.4173583984375],car,[1630.86572265625 1241.98876953125 1766.5419921875 1279.245849609375],0.4296562969684601,BP63LYH,0.8891689147067268
1151,702,[1422.5135498046875 871.0938720703125 1971.0980224609375 1382.1861572265625],car,[1636.63427734375 1243.6142578125 1766.33984375 1286.012451171875],0.6461194753646851,BPEJLYH,0.35439252995165543
1152,702,[1423.27685546875 874.866455078125 1972.9124755859375 1386.328125],car,[1635.686279296875 1246.658935546875 1771.890380859375 1289.343017578125],0.5901650786399841,BPEJLYH,0.41438747374603363
1153,702,[1424.6927490234375 877.0228881835938 1974.9556884765625 1389.929931640625],car,[1633.3828125 1249.3427734375 1772.39892578125 1291.05126953125],0.6978245377540588,BPEJLYH,0.5008593564025264
1154,702,[1425.76171875 881.7506103515625 1978.0931396484375 1394.14013671875],car,[1637.251953125 1252.2010498046875 1775.7392578125 1295.0338134765625],0.750738799571991,BP63LYH,0.8537347893006862
1155,702,[1426.111572265625 883.918701171875 1981.838623046875 1400.327880859375],car,[1637.720947265625 1258.1724853515625 1774.989501953125 1302.1031494140625],0.6943638324737549,BP6)LYH,0.4267740668372441
1156,702,[1426.307861328125 885.1215209960938 1984.1622314453125 1401.980712890625],car,[1639.1326904296875 1259.89306640625 1775.3248291015625 1304.556396484375],0.5473706126213074,BP63LYH,0.3558841767841962
1157,702,[1427.64404296875 888.12158203125 1986.6016845703125 1406.2637939453125],car,[1640.866455078125 1269.58935546875 1778.275634765625 1311.4970703125],0.7601168751716614,BPEJLYH,0.540837122329257
1158,702,[1428.3070068359375 893.6316528320312 1989.2393798828125 1410.952392578125],car,[1642.0968017578125 1274.4093017578125 1780.5804443359375 1315.9610595703125],0.6875579357147217,BP63LYH,0.9018894396789701
1159,702,[1428.6126708984375 896.7835693359375 1990.771240234375 1413.67822265625],car,[1645.048583984375 1276.55615234375 1780.645263671875 1317.91943359375],0.8091413378715515,BP63LYH,0.7444111499190676
1160,702,[1429.0408935546875 901.842041015625 1993.4649658203125 1419.5560302734375],car,[1645.5159912109375 1280.1590576171875 1782.3111572265625 1321.8365478515625],0.7545903325080872,BP63LYH,0.5895172517376691
1161,702,[1429.7001953125 906.6614379882812 1994.9537353515625 1422.7576904296875],car,[1646.738037109375 1283.3572998046875 1785.89794921875 1326.2606201171875],0.7469573616981506,BP63LYH,0.5375799174859542
1162,702,[1430.382080078125 908.58642578125 1996.5347900390625 1424.7978515625],car,[1646.179931640625 1289.098388671875 1784.239501953125 1330.082275390625],0.6057992577552795,BP63LYH,0.15259420990863623
1163,702,[1431.00146484375 913.8206176757812 1999.254150390625 1425.2442626953125],car,[1649.6590576171875 1294.958740234375 1791.6888427734375 1337.604248046875],0.5143617391586304,BP63LYH,0.35027570068039243
1164,702,[1431.5020751953125 916.96142578125 2002.0762939453125 1427.3577880859375],car,[1650.525634765625 1303.50927734375 1792.174072265625 1343.884765625],0.4754684567451477,DP43LIH,0.07471238095331864
1165,702,[1432.67138671875 918.3001708984375 2003.0135498046875 1427.3924560546875],car,[1653.4052734375 1304.572509765625 1796.072021484375 1346.602783203125],0.6859829425811768,@POJLYH,0.020341842132314
1166,702,[1435.0460205078125 921.691650390625 2005.37060546875 1429.2796630859375],car,[1656.7030029296875 1307.923095703125 1797.0919189453125 1350.650634765625],0.7236620783805847,DP63LIH,0.1657361919094644
1167,702,[1436.9248046875 925.15966796875 2007.6510009765625 1430.068603515625],car,[1659.41845703125 1312.1243896484375 1799.387939453125 1354.5223388671875],0.838109016418457,DFEJLTH,0.12699826251600943
1168,702,[1437.6129150390625 928.3565673828125 2010.8321533203125 1429.04345703125],car,[1660.2947998046875 1313.852294921875 1802.4625244140625 1356.860107421875],0.8342685103416443,BP63LYH,0.779608065838348
1169,702,[1438.43212890625 931.7313842773438 2013.6895751953125 1429.3243408203125],car,[1663.233154296875 1320.353515625 1802.538818359375 1361.3935546875],0.5624809265136719,PP63LYH,0.38104163370428007
1170,702,[1440.0728759765625 934.7189331054688 2018.0400390625 1430.0020751953125],car,[1665.57958984375 1324.3734130859375 1807.08740234375 1369.1458740234375],0.4980807304382324,BPEJLYH,0.892726915066369
1172,702,[1442.221923828125 939.469970703125 2023.9949951171875 1430.784423828125],car,[1662.1334228515625 1335.6396484375 1807.8358154296875 1379.20849609375],0.7655096650123596,BP53LYH,0.21788536826014457
1173,702,[1443.26025390625 943.4234008789062 2026.91943359375 1430.035888671875],car,[1667.501708984375 1341.4075927734375 1812.581787109375 1383.2672119140625],0.6136000156402588,BP63LYH,0.6898901946240156
1174,702,[1444.1102294921875 946.906005859375 2028.629638671875 1428.802734375],car,[1668.17626953125 1343.371826171875 1812.45751953125 1385.90087890625],0.8371667861938477,BP63LYH,0.5933210713901991
1175,702,[1444.260986328125 949.3106689453125 2031.0350341796875 1430.1705322265625],car,[1671.497314453125 1350.1583251953125 1813.286865234375 1389.5289306640625],0.7326530814170837,BP63LYH,0.8753612275896392
1177,702,[1446.9287109375 955.9835815429688 2035.78369140625 1431.3968505859375],car,[1672.834716796875 1358.332763671875 1813.732177734375 1399.782470703125],0.28433024883270264,BP63LYH,0.22169485388731566
1179,702,[1449.071533203125 965.4838256835938 2041.846435546875 1432.3402099609375],car,[1680.5323486328125 1372.50146484375 1818.8656005859375 1413.580078125],0.6649107933044434,BPEJLYH,0.6995767262376664
1180,702,[1449.603271484375 966.8143920898438 2044.7296142578125 1432.009765625],car,[1681.980712890625 1375.06201171875 1827.349609375 1415.78955078125],0.2930879294872284,BP63LYH,0.4691031970709662
1181,702,[1450.572021484375 972.6448974609375 2048.604736328125 1432.801513671875],car,[1680.01123046875 1379.17724609375 1822.516357421875 1420.8046875],0.5219306945800781,BP63LYH,0.690325274027329
1237,845,[1384.421142578125 880.9024047851562 1823.647216796875 1218.9073486328125],car,[1553.576904296875 1114.556884765625 1672.767822265625 1150.538330078125],0.3098454773426056,AG65ZFX,0.26887128690488976
1238,845,[1384.9124755859375 884.6246337890625 1833.234375 1223.81494140625],car,[1554.102783203125 1118.563720703125 1679.479248046875 1154.498291015625],0.5324200391769409,NGGSZFX|,0.05263465981518157
1245,845,[1388.3251953125 903.5501098632812 1851.6942138671875 1252.6365966796875],car,[1565.919677734375 1139.893798828125 1684.919921875 1179.787353515625],0.4717493951320648,NG65ZFX,0.3453120074155586
1246,845,[1388.5479736328125 905.3534545898438 1852.114990234375 1254.905029296875],car,[1565.7724609375 1144.214111328125 1686.316650390625 1183.031494140625],0.43347108364105225,NG65ZFX,0.7027219847771549
1247,845,[1388.9442138671875 909.0494384765625 1855.0352783203125 1259.490966796875],car,[1560.430419921875 1147.60009765625 1684.807373046875 1185.99853515625],0.33089303970336914,NC65ZFX,0.6179323496297348
1249,845,[1390.1953125 916.58251953125 1854.8997802734375 1266.3692626953125],car,[1568.39990234375 1148.985107421875 1684.738525390625 1191.795654296875],0.587197482585907,NC65ZFX,0.3633249852546104
1250,845,[1391.546142578125 919.5603637695312 1856.1173095703125 1270.7716064453125],car,[1566.3658447265625 1151.37890625 1688.1949462890625 1193.94580078125],0.4832763373851776,NG65ZFX,0.5301445928546041
1251,845,[1392.0416259765625 922.4686279296875 1857.6663818359375 1275.664794921875],car,[1566.968017578125 1157.565185546875 1695.546630859375 1199.098388671875],0.47690391540527344,G65ZFX,0.4303413484737578
1253,845,[1392.07861328125 927.6705322265625 1862.3792724609375 1282.6280517578125],car,[1564.49365234375 1167.830078125 1697.374755859375 1209.18212890625],0.5037991404533386,NG65ZFX,0.6522501442245751
1254,845,[1392.449951171875 930.2111206054688 1864.530029296875 1286.4500732421875],car,[1571.041259765625 1170.34228515625 1700.196044921875 1211.69873046875],0.2798587679862976,NG65ZFX,0.3443644084676391
1255,845,[1392.6190185546875 932.170166015625 1866.43798828125 1289.068115234375],car,[1579.564208984375 1173.493896484375 1699.798095703125 1215.456298828125],0.4985964596271515,OG65ZFX,0.12962028120972546
1256,845,[1393.11962890625 935.04443359375 1867.9761962890625 1294.234619140625],car,[1580.9136962890625 1180.27685546875 1699.4793701171875 1218.53369140625],0.6645159721374512,IG65ZFX,0.17328898231917633
1258,845,[1395.5123291015625 942.0126342773438 1872.4791259765625 1301.7813720703125],car,[1583.528076171875 1184.5927734375 1702.80859375 1225.80126953125],0.27466627955436707,IG65ZFX,0.36705150384970014
1259,845,[1395.9674072265625 945.7799682617188 1874.0645751953125 1308.390869140625],car,[1582.19873046875 1188.8779296875 1700.63671875 1231.6298828125],0.3243216872215271,AG65ZFX,0.5696398755340654
1261,845,[1395.6549072265625 950.9974975585938 1878.3111572265625 1316.220703125],car,[1585.388427734375 1195.4228515625 1708.914306640625 1238.73193359375],0.3200215697288513,AG65ZFX,0.5134418054604318
1262,845,[1396.297607421875 955.4773559570312 1881.025390625 1320.0023193359375],car,[1589.506103515625 1202.8914794921875 1704.949462890625 1241.1131591796875],0.46494996547698975,AG65ZFX,0.12664857175934688
1263,845,[1397.204345703125 959.7125244140625 1881.6607666015625 1324.6727294921875],car,[1584.612060546875 1206.1925048828125 1707.44482421875 1247.6947021484375],0.7878883481025696,1G6SZFXI,0.2594880376749103
1264,845,[1397.697509765625 960.6173095703125 1882.093994140625 1327.3341064453125],car,[1583.05419921875 1209.0706787109375 1710.49267578125 1249.8602294921875],0.7001891732215881,HG65ZFX,0.5382656548058011
1265,845,[1398.8240966796875 964.4187622070312 1883.039794921875 1332.95751953125],car,[1586.7220458984375 1213.3734130859375 1705.3050537109375 1253.7291259765625],0.7657387852668762,IG65ZFX,0.48653135865514757
1266,845,[1399.6065673828125 968.253662109375 1885.6988525390625 1338.5670166015625],car,[1589.8843994140625 1216.515869140625 1710.0679931640625 1257.524169921875],0.4014648199081421,AG65ZFX,0.38550242224669357
1267,845,[1399.4534912109375 970.4197387695312 1886.6337890625 1341.31640625],car,[1590.65625 1216.290283203125 1711.84375 1260.753662109375],0.7421360015869141,IG65ZFX,0.3926712917256856
1268,845,[1399.2186279296875 974.8627319335938 1889.34033203125 1346.8343505859375],car,[1593.906982421875 1222.2396240234375 1714.674560546875 1264.5765380859375],0.8262087106704712,HG65ZFX,0.6640797111551532
1269,845,[1399.939697265625 977.9031372070312 1892.7237548828125 1350.681884765625],car,[1591.866943359375 1229.966552734375 1716.82275390625 1273.369384765625],0.798630952835083,IG65ZFX,0.556107977056574
1270,845,[1401.450439453125 979.6520385742188 1894.9395751953125 1353.143798828125],car,[1594.195068359375 1235.084716796875 1710.007080078125 1272.825439453125],0.5598623752593994,HG65ZFX,0.4624733294287531
1271,845,[1402.210205078125 982.3101196289062 1895.5419921875 1357.88037109375],car,[1590.7833251953125 1238.691650390625 1714.2398681640625 1279.284423828125],0.6975469589233398,NG65ZFX,0.7202064257411649
1272,845,[1402.677978515625 985.9290771484375 1896.6954345703125 1363.0806884765625],car,[1589.7978515625 1243.647216796875 1719.928955078125 1284.096435546875],0.6643949151039124,NG65ZFX,0.3971977447939503
1273,845,[1402.7803955078125 988.880126953125 1899.37255859375 1366.7890625],car,[1591.8568115234375 1246.161865234375 1718.0533447265625 1286.927978515625],0.3001428544521332,NGESZFX,0.5164215649802968
1274,845,[1402.9705810546875 991.7192993164062 1902.624267578125 1372.4656982421875],car,[1597.2960205078125 1248.7471923828125 1722.6258544921875 1290.6109619140625],0.48540860414505005,NG65ZFX,0.7441427649150433
1275,845,[1404.11572265625 994.2003173828125 1905.7200927734375 1378.250732421875],car,[1599.838623046875 1253.2362060546875 1730.91796875 1295.2164306640625],0.5421550869941711,AG65ZFX,0.4248052122391874
1276,845,[1405.40869140625 996.1182250976562 1908.1025390625 1381.154052734375],car,[1598.965087890625 1255.56201171875 1735.742431640625 1297.16650390625],0.5320547223091125,IG65ZFX,0.17833527012479328
1277,845,[1405.522705078125 1000.7560424804688 1910.5238037109375 1386.0234375],car,[1595.687255859375 1260.86279296875 1732.111572265625 1305.56005859375],0.47614455223083496,IG65ZFX,0.5616779237067947
1278,845,[1407.0731201171875 1005.45849609375 1913.4111328125 1390.01220703125],car,[1597.68017578125 1267.7098388671875 1730.103515625 1309.6170654296875],0.6588485240936279,IG65ZFX,0.3683774994997355
1279,845,[1407.16552734375 1008.9945678710938 1915.18408203125 1392.4471435546875],car,[1603.667236328125 1270.758056640625 1730.812744140625 1311.552978515625],0.6745495796203613,1G6SZFXT,0.14128433043608266
1280,845,[1408.1234130859375 1012.6867065429688 1917.8251953125 1398.20947265625],car,[1602.7958984375 1278.621826171875 1734.639404296875 1316.515869140625],0.6850641965866089,IG65ZFX,0.42377549764068534
1281,845,[1408.96826171875 1016.278076171875 1921.15673828125 1403.43994140625],car,[1601.8839111328125 1280.207275390625 1737.1112060546875 1320.254638671875],0.6477450728416443,IG65ZFX,0.4241501449303983
1282,845,[1409.44873046875 1019.75927734375 1921.306640625 1406.306396484375],car,[1609.369384765625 1280.0677490234375 1737.277099609375 1321.9056396484375],0.48298215866088867,HG65ZFX,0.4297620322341365
1283,845,[1410.3497314453125 1024.0257568359375 1922.810791015625 1411.2603759765625],car,[1605.51806640625 1284.860107421875 1741.76025390625 1327.914306640625],0.7069652676582336,IG65ZFX,0.29227264506553374
1284,845,[1410.9891357421875 1028.6329345703125 1925.707275390625 1416.4195556640625],car,[1608.545166015625 1290.722900390625 1739.950927734375 1335.794677734375],0.30809682607650757,AG65ZFX,0.4800070442576835
1285,845,[1411.04345703125 1029.9007568359375 1927.584716796875 1418.609619140625],car,[1614.14404296875 1298.2353515625 1742.451171875 1338.9423828125],0.6611981987953186,HG65ZFX,0.5195187047089805
1286,845,[1411.7677001953125 1034.4066162109375 1929.630615234375 1423.0966796875],car,[1615.280029296875 1303.56640625 1742.464599609375 1343.02294921875],0.7098601460456848,HG65ZFX,0.3989745412778406
1287,845,[1413.3121337890625 1039.7099609375 1932.10888671875 1427.2515869140625],car,[1616.801513671875 1309.02490234375 1745.459716796875 1348.80322265625],0.8302581906318665,AG65ZFX,0.25948144001952617
1288,845,[1415.4383544921875 1042.6011962890625 1932.95947265625 1429.2520751953125],car,[1616.499755859375 1310.142822265625 1744.604248046875 1351.958251953125],0.8551476001739502,IG65ZFX,0.5620832200936604
1289,845,[1415.646240234375 1046.6295166015625 1935.9766845703125 1433.19091796875],car,[1622.719970703125 1313.210205078125 1747.67236328125 1356.187255859375],0.8173254132270813,IG65ZFX,0.3094583496934306
1290,845,[1416.6868896484375 1049.44287109375 1939.3135986328125 1435.2757568359375],car,[1623.35107421875 1317.6240234375 1749.707763671875 1360.35498046875],0.7564326524734497,OG65ZFX,0.27757970550146704
1291,845,[1416.335205078125 1050.4359130859375 1939.9241943359375 1435.089599609375],car,[1627.611572265625 1322.1412353515625 1747.2392578125 1364.2149658203125],0.758523166179657,AG65ZFX,0.39576992188001314
1292,845,[1417.6134033203125 1054.6595458984375 1943.150390625 1435.5731201171875],car,[1625.756103515625 1329.907470703125 1753.657958984375 1372.132080078125],0.816374659538269,AG65ZFX,0.3286247462119913
1293,845,[1418.2435302734375 1059.0467529296875 1944.1400146484375 1436.0330810546875],car,[1626.779296875 1332.898193359375 1757.109619140625 1374.979248046875],0.6411292552947998,IG65ZFX,0.3740915525703625
1294,845,[1419.3211669921875 1062.135009765625 1947.5889892578125 1435.92431640625],car,[1624.2900390625 1335.1968994140625 1758.236328125 1377.3897705078125],0.627988874912262,AG65ZFX,0.30625507265028257
1295,845,[1419.4063720703125 1064.439453125 1949.1405029296875 1435.645751953125],car,[1628.942138671875 1344.043212890625 1757.679443359375 1382.232666015625],0.3108440935611725,IG65ZFX,0.3105348163927139
1296,845,[1420.7403564453125 1069.8094482421875 1952.3763427734375 1436.245361328125],car,[1633.177001953125 1346.4410400390625 1760.840087890625 1385.4049072265625],0.6130856275558472,IG65ZFX,0.34009199343767516
1297,845,[1420.18408203125 1070.355712890625 1954.1844482421875 1435.436279296875],car,[1631.1405029296875 1347.900390625 1757.2220458984375 1391.166748046875],0.2653493583202362,IG65ZFX,0.4476694136335359
1340,843,[445.65777587890625 1089.58056640625 983.7959594726562 1432.6629638671875],car,[612.6646118164062 1321.9736328125 792.9844360351562 1371.10791015625],0.4231756329536438,(VDD,0.02135285921394825
1346,843,[431.1152648925781 1119.0692138671875 976.7229614257812 1437.3486328125],car,[606.1236572265625 1372.64697265625 772.3905029296875 1432.14208984375],0.27837058901786804,JL),0.11951322504016414
1349,717,[603.076416015625 737.75537109375 1092.0469970703125 1186.502197265625],car,[784.826904296875 1052.6297607421875 898.40625 1091.4046630859375],0.2667439579963684,NL64OGX,0.32043173668102554
1361,717,[574.4110717773438 770.8589477539062 1082.4036865234375 1237.53662109375],car,[765.0623779296875 1099.841796875 884.1614990234375 1137.489013671875],0.5833431482315063,RL64OCX,0.11350610792075078
1363,717,[571.4039916992188 775.935546875 1080.6796875 1244.4359130859375],car,[752.0827026367188 1109.9990234375 876.9595336914062 1146.40283203125],0.2767735719680786,NL64@GX,0.5739600926253755
1365,717,[566.6873779296875 782.16259765625 1079.54833984375 1254.8350830078125],car,[753.9571533203125 1118.30029296875 873.0662841796875 1156.7978515625],0.4516153037548065,NL64OGX,0.3544718201486628
1366,717,[563.9859008789062 784.0157470703125 1078.2198486328125 1257.79150390625],car,[752.4853515625 1119.169189453125 873.263671875 1158.454833984375],0.4069306552410126,NL6ZOGX,0.3072253457274618
1367,717,[561.6607666015625 787.4733276367188 1069.8826904296875 1261.6221923828125],car,[751.7313842773438 1117.047119140625 873.4579467773438 1161.488037109375],0.7515995502471924,NL64OGX,0.30214101484754446
1368,717,[558.5038452148438 791.2874145507812 1065.218994140625 1265.9876708984375],car,[748.6845703125 1122.5152587890625 872.560546875 1164.5572509765625],0.5404672026634216,NL64OGY,0.23163165144421285
1369,717,[555.6854858398438 793.3819580078125 1054.770263671875 1269.1575927734375],car,[745.78759765625 1126.065673828125 875.918701171875 1168.950439453125],0.6785545945167542,NL64OGJ,0.9382287827521237
1370,717,[551.7081298828125 796.421875 1049.5045166015625 1274.9765625],car,[739.9140014648438 1132.8994140625 866.8668823242188 1175.27783203125],0.4473229646682739,NL64OGX,0.7748880967902888
1371,717,[549.4854125976562 799.3355712890625 1045.9798583984375 1279.1307373046875],car,[740.2401123046875 1142.3658447265625 865.1695556640625 1178.9207763671875],0.5748225450515747,NL64OG,0.8132332774032127
1372,717,[547.8707275390625 801.345703125 1045.9727783203125 1282.4368896484375],car,[735.5599975585938 1143.361083984375 870.8635864257812 1183.656494140625],0.6762076616287231,NL64OGX,0.2884661353169568
1373,717,[544.728515625 804.5208129882812 1047.8177490234375 1287.44921875],car,[740.455322265625 1147.216796875 863.30322265625 1188.852783203125],0.5989711880683899,NL64OGX,0.40773267869842056
1374,717,[541.8323364257812 806.9359130859375 1043.5574951171875 1293.2403564453125],car,[736.6710205078125 1153.09814453125 856.3218994140625 1191.177001953125],0.7190207242965698,NL64OGX,0.6897825840117082
1375,717,[538.8754272460938 809.5614624023438 1041.967041015625 1296.683349609375],car,[735.906982421875 1151.98046875 860.4779052734375 1192.640869140625],0.8195488452911377,NL64OGX,0.47064741536340454
1376,717,[534.1168823242188 814.657470703125 1043.6741943359375 1301.78955078125],car,[735.2388305664062 1157.19482421875 857.3739624023438 1195.83740234375],0.8263424038887024,ML64OGX,0.7521526284387052
1377,717,[527.7095947265625 818.4814453125 1050.6673583984375 1307.379150390625],car,[732.93359375 1166.1002197265625 855.71435546875 1200.8348388671875],0.7611489295959473,N64OGX,0.8433037487183602
1378,717,[525.623779296875 820.723388671875 1046.924560546875 1310.16357421875],car,[730.948974609375 1168.581787109375 858.255126953125 1207.562255859375],0.7209157943725586,NL64OGX,0.1315945056450587
1379,717,[523.9713745117188 823.3836059570312 1040.7452392578125 1315.59033203125],car,[727.3826904296875 1173.8250732421875 852.9576416015625 1212.4593505859375],0.7408745288848877,NL64OGX,0.5107890813177292
1380,717,[523.7792358398438 825.645751953125 1037.183349609375 1321.2484130859375],car,[724.1763916015625 1179.927490234375 852.0115966796875 1218.169189453125],0.6516671776771545,NL64OGX,0.3288350091560591
1381,717,[524.1228637695312 826.910400390625 1036.485595703125 1325.540771484375],car,[722.738525390625 1181.313232421875 849.708740234375 1220.091552734375],0.7570363879203796,NL64@GX,0.5619957641413885
1382,717,[522.2594604492188 829.8556518554688 1035.5205078125 1329.7022705078125],car,[721.686279296875 1184.17041015625 851.59423828125 1222.6064453125],0.6907685399055481,ML64OGR,0.43746844028418386
1383,717,[519.7754516601562 832.9802856445312 1033.8868408203125 1335.487060546875],car,[715.8910522460938 1185.7724609375 851.3922729492188 1228.3349609375],0.7984229326248169,NL64OGX,0.43338533914213545
1384,717,[518.9486083984375 835.0444946289062 1033.0015869140625 1339.35498046875],car,[718.8265380859375 1191.74365234375 851.55810546875 1231.43017578125],0.8383067846298218,NL64OGX,0.35615059553807904
1385,717,[516.8338623046875 838.9853515625 1031.309326171875 1343.7734375],car,[713.039794921875 1195.2489013671875 848.511474609375 1237.7174072265625],0.7489712238311768,NL6QOGX,0.05145673567180165
1386,717,[515.48974609375 843.4697875976562 1029.749267578125 1349.063232421875],car,[709.4947509765625 1203.1080322265625 847.4847412109375 1243.5777587890625],0.43247929215431213,NL64OGZ,0.35616043990511803
1387,717,[513.857421875 846.9151611328125 1029.712158203125 1351.760498046875],car,[707.6995849609375 1206.928955078125 846.2398681640625 1248.248779296875],0.6866949796676636,NL64OGX,0.09447805935513189
1388,717,[510.5843200683594 850.6642456054688 1028.1370849609375 1357.102783203125],car,[707.923828125 1210.644775390625 845.0623779296875 1252.696533203125],0.7559952139854431,MLSDGI,0.06260275490912841
1389,717,[509.3718566894531 855.0955200195312 1027.0640869140625 1362.7918701171875],car,[708.1383056640625 1215.170654296875 843.7303466796875 1257.504638671875],0.7639352083206177,NL64OGJ,0.6197261593335375
1390,717,[508.0596618652344 857.0289306640625 1026.9844970703125 1366.5751953125],car,[705.36962890625 1216.6514892578125 844.65625 1258.4403076171875],0.8155776858329773,ME40G3,0.11501666648109142
1391,717,[505.6263427734375 859.7910766601562 1025.779541015625 1372.02294921875],car,[703.9056396484375 1223.372314453125 838.3287353515625 1262.933349609375],0.8059531450271606,NL64OGR,0.23389739908234095
1392,717,[502.31298828125 863.6805419921875 1024.7991943359375 1378.9669189453125],car,[701.77099609375 1229.7216796875 836.2535400390625 1270.57421875],0.7529767155647278,MEIDGI,0.13229103705343037
1393,717,[500.7744140625 865.629150390625 1024.105712890625 1381.8046875],car,[701.5262451171875 1231.5716552734375 839.1260986328125 1274.2664794921875],0.7690199613571167,MLEIDO,0.0874849509910495
1394,717,[496.9344482421875 870.2353515625 1022.7108764648438 1388.0093994140625],car,[698.4152221679688 1240.1771240234375 835.0916137695312 1280.5733642578125],0.6746843457221985,NL64OGJ,0.2334883703088654
1395,717,[493.08392333984375 873.5888061523438 1021.6875610351562 1392.8302001953125],car,[696.5684814453125 1243.7052001953125 830.3831787109375 1284.8685302734375],0.7369278073310852,N640G7,0.16902314803051516
1396,717,[492.0747375488281 875.9000244140625 1021.708740234375 1395.335205078125],car,[697.53173828125 1246.68212890625 829.175048828125 1286.7666015625],0.7357907295227051,N640G3,0.6031465784849995
1397,717,[489.9599304199219 879.7724609375 1021.1796264648438 1400.20361328125],car,[691.8931884765625 1248.6600341796875 827.6654052734375 1290.2069091796875],0.8262551426887512,N6A0G3,0.32337401609684097
1398,717,[486.88946533203125 883.9572143554688 1021.7752685546875 1404.01123046875],car,[686.6258544921875 1252.852294921875 827.5096435546875 1296.711181640625],0.8498554825782776,NL64OGJ,0.17602752224786392
1399,717,[484.80517578125 886.9246215820312 1021.1867065429688 1405.7657470703125],car,[685.98046875 1256.5733642578125 826.50634765625 1300.1510009765625],0.835320770740509,NL61OGX,0.15675417384936335
1400,717,[482.3013916015625 890.7373657226562 1019.3854370117188 1409.539306640625],car,[681.9124755859375 1263.234375 824.9864501953125 1306.82568359375],0.7079176306724548,N64OGA,0.06661392487340609
